date,account_id,account_name,vendor,currency,cost,supplier_country,purchase_country,description_or_memo,custom_field_business_unit,custom_field_region
1/1/22,20005,Marketing and Advertising,Google Ads,AUD,13800,,,,Business Unit Delta ,APAC
1/1/22,20002,Office Furniture,Haworth,USD,191000,,,,Business Unit Delta ,Latin America
1/1/22,20002,Office Furniture,Herman Miller,EUR,159000,,,,Business Unit Alpha ,Europe
1/1/22,20011,Insurance,UnitedHealth Group,AUD,38200,,,,Business Unit Bravo,APAC
1/1/22,20011,Insurance,Aetna,AUD,32000,,,,Business Unit Charlie,APAC
1/1/22,20006,Tax Preparation,Price Waterhouse Cooper,USD,18400,,,,Business Unit Bravo,Latin America
1/1/22,20008,Travel Meals,American Express Global Business Travel,USD,42900,,,,Business Unit Echo,Latin America
1/1/22,20002,Office Furniture,Steelcase,EUR,0,,,,Business Unit Charlie,Europe
1/1/22,20001,Software,Salesforce,EUR,393000,,,,Business Unit Bravo,Europe
1/1/22,20003,Office Supplies,W.B. Mason,USD,0,,,,Business Unit Alpha ,North America
1/1/22,20001,Software,Google,USD,570000,,,,Business Unit Charlie,Latin America
1/1/22,20003,Office Supplies,Amazon Business,USD,88000,,,,Business Unit Delta ,North America
1/1/22,20006,Tax Preparation,Price Waterhouse Cooper,EUR,0,,,,Business Unit Delta ,Europe
1/1/22,20005,Marketing and Advertising,The Trade Desk,EUR,19000,,,,Business Unit Echo,Europe
1/1/22,20009,Computer Equipment ,Samsung,USD,0,,,,Business Unit Echo,North America
1/1/22,20005,Marketing and Advertising,The Trade Desk,USD,28600,,,,Business Unit Bravo,North America
1/1/22,20007,Management Consulting ,Accenture,USD,14000,,,,Business Unit Echo,Latin America
1/1/22,20009,Computer Equipment ,Dell Technologies,USD,14800,,,,Business Unit Alpha ,North America
1/1/22,20009,Computer Equipment ,Dell Technologies,USD,36000,,,,Business Unit Charlie,North America
1/1/22,20001,Software,Salesforce,USD,0,,,,Business Unit Delta ,North America
1/1/22,20007,Management Consulting ,Bain & Company,EUR,0,,,,Business Unit Charlie,Europe
1/1/22,20001,Software,SAP,USD,432000,,,,Business Unit Delta ,North America
1/1/22,20008,Travel Meals,Egencia,USD,31500,,,,Business Unit Delta ,Latin America
1/1/22,20009,Computer Equipment ,Lenovo,AUD,13200,,,,Business Unit Alpha ,APAC
1/1/22,20005,Marketing and Advertising,Instagram Ads),EUR,14400,,,,Business Unit Alpha ,Europe
1/1/22,20001,Software,SAP,EUR,447000,,,,Business Unit Bravo,Europe
1/1/22,20011,Insurance,Aetna,EUR,0,,,,Business Unit Delta ,Europe
1/1/22,20008,Travel Meals,CWT,USD,43500,,,,Business Unit Echo,North America
1/1/22,20007,Management Consulting ,Deloitte Consulting,EUR,21800,,,,Business Unit Delta ,Europe
2/1/22,20009,Computer Equipment ,HP Inc.,AUD,0,,,,Business Unit Delta ,APAC
2/1/22,20004,Cloud Spend,Microsoft Azure,EUR,56800,,,,Business Unit Delta ,Europe
2/1/22,20004,Cloud Spend,Amazon Web Services (AWS),AUD,62400,,,,Business Unit Delta ,APAC
2/1/22,20009,Computer Equipment ,Dell Technologies,EUR,38200,,,,Business Unit Charlie,Europe
2/1/22,20002,Office Furniture,Herman Miller,USD,74000,,,,Business Unit Alpha ,Latin America
2/1/22,20004,Cloud Spend,Google Cloud Platform (GCP),AUD,0,,,,Business Unit Echo,APAC
2/1/22,20007,Management Consulting ,McKinsey & Company,USD,0,,,,Business Unit Alpha ,Latin America
2/1/22,20007,Management Consulting ,Accenture,AUD,25800,,,,Business Unit Delta ,APAC
2/1/22,20004,Cloud Spend,Amazon Web Services (AWS),USD,70800,,,,Business Unit Delta ,Latin America
2/1/22,20003,Office Supplies,Staples,USD,146000,,,,Business Unit Charlie,Latin America
2/1/22,20003,Office Supplies,Office Depot,AUD,84000,,,,Business Unit Echo,APAC
2/1/22,20004,Cloud Spend,Amazon Web Services (AWS),USD,68800,,,,Business Unit Charlie,Latin America
2/1/22,20007,Management Consulting ,McKinsey & Company,AUD,28200,,,,Business Unit Bravo,APAC
2/1/22,20004,Cloud Spend,Salesforce,AUD,33600,,,,Business Unit Delta ,APAC
2/1/22,20008,Travel Meals,Egencia,EUR,59700,,,,Business Unit Alpha ,Europe
2/1/22,20008,Travel Meals,BCD Travel,EUR,31200,,,,Business Unit Charlie,Europe
2/1/22,20010,Trade Shows,Reed Exhibitions,EUR,17700,,,,Business Unit Alpha ,Europe
2/1/22,20007,Management Consulting ,Bain & Company,USD,35800,,,,Business Unit Charlie,Latin America
2/1/22,20006,Tax Preparation,H&R Block,USD,11600,,,,Business Unit Alpha ,North America
2/1/22,20009,Computer Equipment ,HP Inc.,EUR,30400,,,,Business Unit Bravo,Europe
2/1/22,20002,Office Furniture,Haworth,AUD,114000,,,,Business Unit Bravo,APAC
2/1/22,20006,Tax Preparation,Price Waterhouse Cooper,EUR,15400,,,,Business Unit Alpha ,Europe
2/1/22,20009,Computer Equipment ,Apple,USD,16600,,,,Business Unit Alpha ,Latin America
2/1/22,20009,Computer Equipment ,Apple,AUD,0,,,,Business Unit Charlie,APAC
2/1/22,20004,Cloud Spend,Amazon Web Services (AWS),USD,0,,,,Business Unit Echo,North America
2/1/22,20011,Insurance,Cigna,USD,12000,,,,Business Unit Charlie,Latin America
2/1/22,20005,Marketing and Advertising,Google Ads,USD,11800,,,,Business Unit Echo,Latin America
2/1/22,20011,Insurance,Anthem Inc.,EUR,16400,,,,Business Unit Bravo,Europe
2/1/22,20002,Office Furniture,Kimball International,AUD,61000,,,,Business Unit Charlie,APAC
3/1/22,20003,Office Supplies,Office Depot,USD,0,,,,Business Unit Echo,North America
3/1/22,20002,Office Furniture,Kimball International,AUD,94000,,,,Business Unit Delta ,APAC
3/1/22,20011,Insurance,Humana,AUD,36600,,,,Business Unit Charlie,APAC
3/1/22,20011,Insurance,Cigna,AUD,30600,,,,Business Unit Charlie,APAC
3/1/22,20011,Insurance,Anthem Inc.,USD,15600,,,,Business Unit Charlie,North America
3/1/22,20006,Tax Preparation,Price Waterhouse Cooper,AUD,13100,,,,Business Unit Alpha ,APAC
3/1/22,20007,Management Consulting ,The Boston Consulting Group,USD,36600,,,,Business Unit Charlie,North America
3/1/22,20006,Tax Preparation,Price Waterhouse Cooper,USD,5000,,,,Business Unit Charlie,Latin America
3/1/22,20011,Insurance,Anthem Inc.,AUD,34800,,,,Business Unit Bravo,APAC
3/1/22,20011,Insurance,Cigna,AUD,38600,,,,Business Unit Charlie,APAC
3/1/22,20002,Office Furniture,Steelcase,AUD,129000,,,,Business Unit Echo,APAC
3/1/22,20004,Cloud Spend,Amazon Web Services (AWS),USD,72800,,,,Business Unit Delta ,North America
3/1/22,20005,Marketing and Advertising,Google Ads,AUD,10800,,,,Business Unit Alpha ,APAC
3/1/22,20007,Management Consulting ,The Boston Consulting Group,AUD,15800,,,,Business Unit Delta ,APAC
3/1/22,20004,Cloud Spend,Google Cloud Platform (GCP),AUD,22800,,,,Business Unit Alpha ,APAC
3/1/22,20006,Tax Preparation,Jackson Hewitt,AUD,5900,,,,Business Unit Bravo,APAC
3/1/22,20001,Software,SAP,USD,366000,,,,Business Unit Bravo,Latin America
3/1/22,20007,Management Consulting ,The Boston Consulting Group,USD,16400,,,,Business Unit Charlie,North America
3/1/22,20004,Cloud Spend,Microsoft Azure,AUD,68800,,,,Business Unit Alpha ,APAC
3/1/22,20010,Trade Shows,Reed Exhibitions,AUD,36600,,,,Business Unit Bravo,APAC
3/1/22,20007,Management Consulting ,Bain & Company,USD,30400,,,,Business Unit Delta ,North America
3/1/22,20011,Insurance,Aetna,EUR,21000,,,,Business Unit Delta ,Europe
3/1/22,20006,Tax Preparation,Jackson Hewitt,USD,11000,,,,Business Unit Charlie,Latin America
3/1/22,20002,Office Furniture,HON Company,USD,118000,,,,Business Unit Delta ,Latin America
3/1/22,20004,Cloud Spend,Google Cloud Platform (GCP),EUR,62800,,,,Business Unit Echo,Europe
3/1/22,20011,Insurance,Humana,EUR,12200,,,,Business Unit Echo,Europe
3/1/22,20009,Computer Equipment ,Apple,USD,0,,,,Business Unit Charlie,North America
3/1/22,20009,Computer Equipment ,HP Inc.,USD,35000,,,,Business Unit Alpha ,Latin America
3/1/22,20001,Software,SAP,AUD,588000,,,,Business Unit Alpha ,APAC
4/1/22,20009,Computer Equipment ,Apple,USD,22400,,,,Business Unit Alpha ,North America
4/1/22,20002,Office Furniture,Herman Miller,USD,74000,,,,Business Unit Bravo,Latin America
4/1/22,20001,Software,Salesforce,USD,156000,,,,Business Unit Bravo,North America
4/1/22,20011,Insurance,UnitedHealth Group,EUR,30600,,,,Business Unit Echo,Europe
4/1/22,20009,Computer Equipment ,Dell Technologies,USD,0,,,,Business Unit Alpha ,Latin America
4/1/22,20003,Office Supplies,Quill,USD,167000,,,,Business Unit Delta ,Latin America
4/1/22,20008,Travel Meals,CWT,USD,44400,,,,Business Unit Charlie,Latin America
4/1/22,20003,Office Supplies,Quill,USD,196000,,,,Business Unit Delta ,Latin America
4/1/22,20004,Cloud Spend,Microsoft Azure,USD,29200,,,,Business Unit Echo,North America
4/1/22,20005,Marketing and Advertising,Google Ads,EUR,27800,,,,Business Unit Alpha ,Europe
4/1/22,20004,Cloud Spend,Amazon Web Services (AWS),EUR,52800,,,,Business Unit Alpha ,Europe
4/1/22,20009,Computer Equipment ,HP Inc.,AUD,29200,,,,Business Unit Charlie,APAC
4/1/22,20006,Tax Preparation,H&R Block,EUR,0,,,,Business Unit Echo,Europe
4/1/22,20008,Travel Meals,Egencia,AUD,41700,,,,Business Unit Bravo,APAC
4/1/22,20001,Software,Oracle,USD,180000,,,,Business Unit Delta ,Latin America
4/1/22,20006,Tax Preparation,Ernst & Young,EUR,13200,,,,Business Unit Delta ,Europe
4/1/22,20010,Trade Shows,Informa PLC,EUR,45300,,,,Business Unit Delta ,Europe
4/1/22,20006,Tax Preparation,TaxAct,USD,13500,,,,Business Unit Charlie,Latin America
4/1/22,20006,Tax Preparation,Price Waterhouse Cooper,USD,7200,,,,Business Unit Delta ,Latin America
4/1/22,20004,Cloud Spend,IBM Cloud,AUD,0,,,,Business Unit Charlie,APAC
4/1/22,20005,Marketing and Advertising,The Trade Desk,AUD,0,,,,Business Unit Alpha ,APAC
4/1/22,20004,Cloud Spend,Google Cloud Platform (GCP),USD,46800,,,,Business Unit Bravo,North America
4/1/22,20003,Office Supplies,Office Depot,USD,106000,,,,Business Unit Echo,North America
4/1/22,20003,Office Supplies,Quill,USD,0,,,,Business Unit Echo,North America
4/1/22,20011,Insurance,Anthem Inc.,USD,23800,,,,Business Unit Echo,North America
4/1/22,20003,Office Supplies,Amazon Business,EUR,0,,,,Business Unit Delta ,Europe
4/1/22,20010,Trade Shows,Informa PLC,EUR,0,,,,Business Unit Bravo,Europe
4/1/22,20001,Software,Oracle,EUR,0,,,,Business Unit Bravo,Europe
4/1/22,20001,Software,SAP,AUD,300000,,,,Business Unit Echo,APAC
5/1/22,20002,Office Furniture,Herman Miller,AUD,192000,,,,Business Unit Echo,APAC
5/1/22,20005,Marketing and Advertising,The Trade Desk,EUR,0,,,,Business Unit Charlie,Europe
5/1/22,20002,Office Furniture,Herman Miller,USD,73000,,,,Business Unit Delta ,North America
5/1/22,20009,Computer Equipment ,Apple,AUD,29000,,,,Business Unit Charlie,APAC
5/1/22,20006,Tax Preparation,Jackson Hewitt,AUD,18600,,,,Business Unit Alpha ,APAC
5/1/22,20006,Tax Preparation,H&R Block,USD,13200,,,,Business Unit Bravo,North America
5/1/22,20011,Insurance,UnitedHealth Group,USD,16400,,,,Business Unit Delta ,Latin America
5/1/22,20001,Software,Oracle,USD,519000,,,,Business Unit Bravo,North America
5/1/22,20011,Insurance,Cigna,USD,0,,,,Business Unit Bravo,Latin America
5/1/22,20011,Insurance,Humana,USD,28200,,,,Business Unit Echo,Latin America
5/1/22,20001,Software,SAP,USD,441000,,,,Business Unit Delta ,North America
5/1/22,20003,Office Supplies,Amazon Business,USD,119000,,,,Business Unit Alpha ,Latin America
5/1/22,20009,Computer Equipment ,Samsung,EUR,0,,,,Business Unit Delta ,Europe
5/1/22,20003,Office Supplies,Quill,EUR,181000,,,,Business Unit Charlie,Europe
5/1/22,20006,Tax Preparation,Ernst & Young,USD,10000,,,,Business Unit Alpha ,North America
5/1/22,20011,Insurance,UnitedHealth Group,USD,0,,,,Business Unit Charlie,North America
5/1/22,20008,Travel Meals,Travelocity Business,EUR,0,,,,Business Unit Echo,Europe
5/1/22,20003,Office Supplies,Amazon Business,AUD,65000,,,,Business Unit Echo,APAC
5/1/22,20009,Computer Equipment ,Apple,AUD,12600,,,,Business Unit Charlie,APAC
5/1/22,20004,Cloud Spend,Amazon Web Services (AWS),USD,0,,,,Business Unit Delta ,Latin America
5/1/22,20005,Marketing and Advertising,Google Ads,USD,10400,,,,Business Unit Delta ,North America
5/1/22,20003,Office Supplies,W.B. Mason,USD,81000,,,,Business Unit Charlie,North America
5/1/22,20010,Trade Shows,Informa PLC,EUR,18900,,,,Business Unit Delta ,Europe
5/1/22,20004,Cloud Spend,IBM Cloud,USD,71200,,,,Business Unit Echo,North America
5/1/22,20006,Tax Preparation,TaxAct,AUD,18500,,,,Business Unit Delta ,APAC
5/1/22,20010,Trade Shows,Informa PLC,EUR,0,,,,Business Unit Charlie,Europe
5/1/22,20011,Insurance,Anthem Inc.,USD,0,,,,Business Unit Bravo,Latin America
5/1/22,20005,Marketing and Advertising,Google Ads,USD,0,,,,Business Unit Bravo,Latin America
5/1/22,20002,Office Furniture,Kimball International,AUD,117000,,,,Business Unit Echo,APAC
6/1/22,20003,Office Supplies,Amazon Business,USD,0,,,,Business Unit Delta ,Latin America
6/1/22,20003,Office Supplies,Quill,USD,124000,,,,Business Unit Alpha ,North America
6/1/22,20007,Management Consulting ,Bain & Company,AUD,31800,,,,Business Unit Echo,APAC
6/1/22,20001,Software,Oracle,AUD,330000,,,,Business Unit Charlie,APAC
6/1/22,20010,Trade Shows,Deutsche Messe AG,AUD,57300,,,,Business Unit Alpha ,APAC
6/1/22,20005,Marketing and Advertising,Meta Platforms (Facebook Ads,USD,25000,,,,Business Unit Charlie,North America
6/1/22,20010,Trade Shows,Informa PLC,AUD,25500,,,,Business Unit Charlie,APAC
6/1/22,20011,Insurance,UnitedHealth Group,AUD,24800,,,,Business Unit Delta ,APAC
6/1/22,20001,Software,Oracle,USD,315000,,,,Business Unit Delta ,North America
6/1/22,20001,Software,Oracle,EUR,372000,,,,Business Unit Alpha ,Europe
6/1/22,20008,Travel Meals,CWT,AUD,31500,,,,Business Unit Bravo,APAC
6/1/22,20003,Office Supplies,W.B. Mason,AUD,56000,,,,Business Unit Bravo,APAC
6/1/22,20003,Office Supplies,Amazon Business,EUR,70000,,,,Business Unit Delta ,Europe
6/1/22,20009,Computer Equipment ,Dell Technologies,USD,39000,,,,Business Unit Charlie,Latin America
6/1/22,20003,Office Supplies,W.B. Mason,USD,0,,,,Business Unit Echo,Latin America
6/1/22,20001,Software,Microsoft,USD,549000,,,,Business Unit Echo,Latin America
6/1/22,20007,Management Consulting ,Bain & Company,USD,21800,,,,Business Unit Echo,North America
6/1/22,20009,Computer Equipment ,Lenovo,EUR,0,,,,Business Unit Charlie,Europe
6/1/22,20005,Marketing and Advertising,The Trade Desk,AUD,0,,,,Business Unit Alpha ,APAC
6/1/22,20007,Management Consulting ,Deloitte Consulting,USD,28800,,,,Business Unit Bravo,North America
6/1/22,20002,Office Furniture,Herman Miller,USD,79000,,,,Business Unit Bravo,North America
6/1/22,20005,Marketing and Advertising,Amazon Advertising,USD,39600,,,,Business Unit Delta ,North America
6/1/22,20004,Cloud Spend,Salesforce,AUD,58000,,,,Business Unit Alpha ,APAC
6/1/22,20004,Cloud Spend,IBM Cloud,USD,0,,,,Business Unit Delta ,Latin America
6/1/22,20010,Trade Shows,Informa PLC,EUR,0,,,,Business Unit Delta ,Europe
6/1/22,20011,Insurance,UnitedHealth Group,AUD,25400,,,,Business Unit Echo,APAC
6/1/22,20006,Tax Preparation,TaxAct,USD,0,,,,Business Unit Charlie,North America
6/1/22,20006,Tax Preparation,Jackson Hewitt,AUD,11800,,,,Business Unit Echo,APAC
6/1/22,20010,Trade Shows,Deutsche Messe AG,AUD,55200,,,,Business Unit Charlie,APAC
7/1/22,20008,Travel Meals,Travelocity Business,USD,43200,,,,Business Unit Delta ,North America
7/1/22,20005,Marketing and Advertising,Meta Platforms (Facebook Ads,AUD,35800,,,,Business Unit Delta ,APAC
7/1/22,20010,Trade Shows,Reed Exhibitions,AUD,34500,,,,Business Unit Charlie,APAC
7/1/22,20005,Marketing and Advertising,Instagram Ads),EUR,21600,,,,Business Unit Echo,Europe
7/1/22,20007,Management Consulting ,Accenture,USD,0,,,,Business Unit Alpha ,Latin America
7/1/22,20005,Marketing and Advertising,Instagram Ads),USD,0,,,,Business Unit Bravo,North America
7/1/22,20001,Software,Microsoft,USD,219000,,,,Business Unit Alpha ,North America
7/1/22,20005,Marketing and Advertising,Amazon Advertising,AUD,36000,,,,Business Unit Delta ,APAC
7/1/22,20008,Travel Meals,CWT,EUR,42600,,,,Business Unit Delta ,Europe
7/1/22,20008,Travel Meals,Travelocity Business,USD,18600,,,,Business Unit Delta ,Latin America
7/1/22,20007,Management Consulting ,Bain & Company,USD,0,,,,Business Unit Echo,North America
7/1/22,20007,Management Consulting ,Bain & Company,EUR,25200,,,,Business Unit Bravo,Europe
7/1/22,20010,Trade Shows,Deutsche Messe AG,EUR,42300,,,,Business Unit Alpha ,Europe
7/1/22,20008,Travel Meals,American Express Global Business Travel,AUD,30300,,,,Business Unit Echo,APAC
7/1/22,20003,Office Supplies,Amazon Business,USD,191000,,,,Business Unit Echo,Latin America
7/1/22,20005,Marketing and Advertising,Instagram Ads),AUD,12600,,,,Business Unit Bravo,APAC
7/1/22,20001,Software,Microsoft,USD,150000,,,,Business Unit Alpha ,North America
7/1/22,20009,Computer Equipment ,Apple,USD,0,,,,Business Unit Charlie,North America
7/1/22,20007,Management Consulting ,Accenture,USD,14400,,,,Business Unit Charlie,Latin America
7/1/22,20005,Marketing and Advertising,The Trade Desk,AUD,30000,,,,Business Unit Alpha ,APAC
7/1/22,20010,Trade Shows,Deutsche Messe AG,USD,41400,,,,Business Unit Alpha ,North America
7/1/22,20006,Tax Preparation,TaxAct,USD,7500,,,,Business Unit Charlie,North America
7/1/22,20011,Insurance,Anthem Inc.,EUR,23000,,,,Business Unit Delta ,Europe
7/1/22,20002,Office Furniture,HON Company,AUD,0,,,,Business Unit Delta ,APAC
7/1/22,20010,Trade Shows,Deutsche Messe AG,USD,23700,,,,Business Unit Delta ,Latin America
7/1/22,20002,Office Furniture,Kimball International,AUD,0,,,,Business Unit Delta ,APAC
7/1/22,20011,Insurance,Aetna,EUR,0,,,,Business Unit Echo,Europe
7/1/22,20005,Marketing and Advertising,Instagram Ads),USD,15000,,,,Business Unit Delta ,Latin America
7/1/22,20003,Office Supplies,Office Depot,USD,191000,,,,Business Unit Delta ,North America
8/1/22,20002,Office Furniture,Haworth,AUD,134000,,,,Business Unit Delta ,APAC
8/1/22,20002,Office Furniture,Kimball International,USD,0,,,,Business Unit Echo,Latin America
8/1/22,20004,Cloud Spend,Microsoft Azure,EUR,47200,,,,Business Unit Echo,Europe
8/1/22,20002,Office Furniture,Kimball International,AUD,116000,,,,Business Unit Echo,APAC
8/1/22,20008,Travel Meals,CWT,USD,48900,,,,Business Unit Echo,Latin America
8/1/22,20010,Trade Shows,Comexposium Group,EUR,0,,,,Business Unit Charlie,Europe
8/1/22,20001,Software,Google,EUR,576000,,,,Business Unit Delta ,Europe
8/1/22,20011,Insurance,Cigna,EUR,38400,,,,Business Unit Charlie,Europe
8/1/22,20007,Management Consulting ,Deloitte Consulting,USD,22800,,,,Business Unit Bravo,Latin America
8/1/22,20005,Marketing and Advertising,Google Ads,USD,14800,,,,Business Unit Alpha ,North America
8/1/22,20001,Software,Salesforce,EUR,414000,,,,Business Unit Bravo,Europe
8/1/22,20004,Cloud Spend,Microsoft Azure,AUD,48800,,,,Business Unit Alpha ,APAC
8/1/22,20006,Tax Preparation,TaxAct,USD,0,,,,Business Unit Bravo,North America
8/1/22,20001,Software,Microsoft,USD,165000,,,,Business Unit Alpha ,North America
8/1/22,20005,Marketing and Advertising,Instagram Ads),USD,15600,,,,Business Unit Delta ,North America
8/1/22,20002,Office Furniture,HON Company,USD,0,,,,Business Unit Echo,Latin America
8/1/22,20011,Insurance,Humana,AUD,14000,,,,Business Unit Charlie,APAC
8/1/22,20007,Management Consulting ,Accenture,EUR,29600,,,,Business Unit Delta ,Europe
8/1/22,20009,Computer Equipment ,Apple,USD,29600,,,,Business Unit Delta ,Latin America
8/1/22,20005,Marketing and Advertising,Google Ads,AUD,24000,,,,Business Unit Bravo,APAC
8/1/22,20004,Cloud Spend,Amazon Web Services (AWS),EUR,0,,,,Business Unit Bravo,Europe
8/1/22,20006,Tax Preparation,Jackson Hewitt,AUD,10800,,,,Business Unit Bravo,APAC
8/1/22,20003,Office Supplies,Quill,USD,98000,,,,Business Unit Charlie,Latin America
8/1/22,20001,Software,Salesforce,EUR,372000,,,,Business Unit Alpha ,Europe
8/1/22,20005,Marketing and Advertising,Instagram Ads),AUD,32400,,,,Business Unit Echo,APAC
8/1/22,20007,Management Consulting ,Bain & Company,USD,11600,,,,Business Unit Bravo,North America
8/1/22,20001,Software,Google,USD,0,,,,Business Unit Echo,North America
8/1/22,20004,Cloud Spend,Salesforce,AUD,70400,,,,Business Unit Delta ,APAC
8/1/22,20006,Tax Preparation,TaxAct,USD,14300,,,,Business Unit Delta ,Latin America
9/1/22,20007,Management Consulting ,Bain & Company,USD,32000,,,,Business Unit Bravo,Latin America
9/1/22,20005,Marketing and Advertising,Instagram Ads),USD,35200,,,,Business Unit Charlie,Latin America
9/1/22,20010,Trade Shows,Informa PLC,EUR,0,,,,Business Unit Alpha ,Europe
9/1/22,20007,Management Consulting ,Deloitte Consulting,EUR,38600,,,,Business Unit Alpha ,Europe
9/1/22,20005,Marketing and Advertising,Amazon Advertising,AUD,31000,,,,Business Unit Charlie,APAC
9/1/22,20003,Office Supplies,Staples,AUD,100000,,,,Business Unit Alpha ,APAC
9/1/22,20005,Marketing and Advertising,Meta Platforms (Facebook Ads,USD,33400,,,,Business Unit Charlie,Latin America
9/1/22,20007,Management Consulting ,McKinsey & Company,AUD,21400,,,,Business Unit Charlie,APAC
9/1/22,20004,Cloud Spend,Microsoft Azure,AUD,60000,,,,Business Unit Echo,APAC
